p0	p1	25_38_46_56	23_36_40_55_78	0.800077422452
p0	p130	25_38_46_56	9_11_15_65	0.866397597742
p0	p131	25_38_46_56	6_23_25_40	0.762865357593
p0	p132	25_38_46_56	7_23_55_59_78	0.871021272364
p0	p133	25_38_46_56	20_24_84	0.835954963326
p0	p134	25_38_46_56	14_19_24_82	0.84375999786
p0	p135	25_38_46_56	8_19_24_25_80_84	0.834951961315
p0	p136	25_38_46_56	7_24_84	0.889874871984
p0	p137	25_38_46_56	14_15_42_55_65	0.762579503756
p0	p138	25_38_46_56	8_37_38	0.780386262256
p0	p139	25_38_46_56	23_78_84	0.914831203186
p0	p140	25_38_46_56	11_48_55	0.878790626706
p0	p141	25_38_46_56	36_41_42_56_59_64_78	0.809762387953
p0	p142	25_38_46_56	20_25_37_38_42_66	0.733130375448
p0	p143	25_38_46_56	6_8_11_24_33_38_48	0.821790118654
p0	p144	25_38_46_56	6_15_37_41_55	0.788002380058
p0	p145	25_38_46_56	9_23_59_64	0.911634293509
p0	p146	25_38_46_56	19_20_46_82	0.843114350394
p0	p147	25_38_46_56	14_19_41_55_66	0.763309747184
p0	p148	25_38_46_56	11_20_36_37_41_42_84	0.818098622418
p0	p149	25_38_46_56	10_11_24_41_78	0.843072949704
p0	p150	25_38_46_56	8_11_14_15_23_48_55	0.817500463685
p0	p151	25_38_46_56	11_36_46_82	0.881865964269
p0	p152	25_38_46_56	8_10_14_15_41_66_80_82	0.873101148596
p0	p153	25_38_46_56	59_63_80_81	0.910770587947
p0	p154	25_38_46_56	14_23_24_46_78_82	0.833238869998
p0	p155	25_38_46_56	19_23_36	0.766989917856
p0	p156	25_38_46_56	25_41_48_59_64_81	0.850052067868
p1	p2	23_36_40_55_78	9_36_38_48	0.782044750749
p1	p3	23_36_40_55_78	25_46_66_81	0.901928472099
p1	p4	23_36_40_55_78	7_25_33_36_48	0.7916029423
p1	p5	23_36_40_55_78	15_63_65_81	0.844370351599
p1	p6	23_36_40_55_78	14_40_46_56_59_78	0.792064255995
p1	p7	23_36_40_55_78	6_9_20_24_25_40_46_82	0.906086739798
p1	p8	23_36_40_55_78	15_19_42_80	0.806732998299
p1	p9	23_36_40_55_78	10_23_40_78	0.778308901366
p1	p10	23_36_40_55_78	11_19_25_56_59_80	0.839172694679
p1	p11	23_36_40_55_78	36_41_59_64_82_84	0.860598964325
p1	p12	23_36_40_55_78	20_37_55_81	0.828315967019
p1	p13	23_36_40_55_78	8_15_84	0.92638191906
p1	p14	23_36_40_55_78	6_7_20_40_48_81	0.916017813315
p1	p15	23_36_40_55_78	19_25_55_78	0.789233263224
p1	p16	23_36_40_55_78	37_56_66	0.770946602308
p1	p17	23_36_40_55_78	15_24_48_63_84	0.851930785719
p1	p18	23_36_40_55_78	41_42_59_81_82	0.86664354456
p1	p19	23_36_40_55_78	23_59_80_84	0.835699958785
p1	p20	23_36_40_55_78	9_10_36_38_41	0.743781954331
p1	p21	23_36_40_55_78	8_9_14_59_63	0.829049696076
p1	p22	23_36_40_55_78	14_23_81	0.870613032071
p1	p23	23_36_40_55_78	15_25_33_38_40_56_80	0.772819698209
p1	p24	23_36_40_55_78	8_24_33_64_78_84	0.839462767425
p1	p25	23_36_40_55_78	7_20_78	0.82835466881
p1	p26	23_36_40_55_78	15_19_20_25_33_41	0.756505417767
p1	p27	23_36_40_55_78	7_9_10_14_37_59	0.843844152832
p1	p28	23_36_40_55_78	6_23_24_40_78_81_84	0.840012138852
p1	p29	23_36_40_55_78	40_46_65	0.772754552813
p1	p30	23_36_40_55_78	11_15_33_42	0.748627017033
p1	p31	23_36_40_55_78	6_10_37_42_55_59_65	0.773867506795
p1	p32	23_36_40_55_78	15_59_65_82_84	0.876915482838
p1	p33	23_36_40_55_78	7_9_14_36_46_56_81	0.904213892573
p1	p34	23_36_40_55_78	11_41_42_55_65	0.74877447245
p1	p35	23_36_40_55_78	10_23_55_56_82	0.86812864164
p1	p36	23_36_40_55_78	9_33_64_65	0.827888269408
p1	p37	23_36_40_55_78	8_20_25_46_59_78_82	0.873938171437
p1	p38	23_36_40_55_78	20_23_33_46_48_56_78	0.802416913231
p1	p39	23_36_40_55_78	9_10_11_20_41_46_84	0.911635815142
p1	p40	23_36_40_55_78	7_33_40_65_66	0.759820303647
p1	p41	23_36_40_55_78	15_59_80	0.830983488004
p1	p42	23_36_40_55_78	6_7_11_15_38_48_55	0.837862031906
p1	p43	23_36_40_55_78	36_41_46_84	0.796025034388
p1	p44	23_36_40_55_78	6_10_19_24	0.889154201341
p1	p45	23_36_40_55_78	15_40_42_46_80_82_84	0.885682329628
p1	p46	23_36_40_55_78	40_56_84	0.805689078412
p1	p47	23_36_40_55_78	48_64_81	0.933158048825
p1	p48	23_36_40_55_78	7_33_40_55_81	0.808512394961
p1	p49	23_36_40_55_78	6_20_33_42_55_65_81	0.803495748426
p1	p50	23_36_40_55_78	8_25_33_63_66	0.792312042719
p1	p51	23_36_40_55_78	9_36_59	0.777108514944
p1	p52	23_36_40_55_78	11_23_36	0.747604746167
p1	p53	23_36_40_55_78	7_11_33_59_82	0.897205550983
p1	p54	23_36_40_55_78	6_15_33_64_78	0.826734164866
p1	p55	23_36_40_55_78	41_55_80	0.784537890178
p1	p56	23_36_40_55_78	7_14_15_20_36_55_59_63	0.783333124518
p1	p57	23_36_40_55_78	7_10_15_82_84	0.979373631118
p1	p58	23_36_40_55_78	38_64_80_84	0.867470466275
p1	p59	23_36_40_55_78	6_8_14_48_63_82	0.937490714823
p1	p60	23_36_40_55_78	14_55_64	0.822673256376
p1	p61	23_36_40_55_78	14_15_41_46_64	0.833761620391
p1	p62	23_36_40_55_78	15_19_37_63_64_65_80	0.824268863537
p1	p63	23_36_40_55_78	7_36_56_65_66_78_84	0.810271711068
p1	p64	23_36_40_55_78	9_20_41_46	0.832491618636
p1	p65	23_36_40_55_78	15_19	0.799843485461
p1	p66	23_36_40_55_78	8_55_84	0.844807566789
p1	p67	23_36_40_55_78	7_8_81	1.04539519558
p1	p68	23_36_40_55_78	14_15_25_84	0.854071544969
p1	p69	23_36_40_55_78	7_14_33_56_63	0.793806310928
p1	p70	23_36_40_55_78	8_10_25_40_81	0.899356236796
p1	p71	23_36_40_55_78	23_59	0.749922758573
p1	p72	23_36_40_55_78	6_11_20_24_66_82	0.91885965815
p1	p73	23_36_40_55_78	33_40_78	0.750759857775
p1	p74	23_36_40_55_78	38_42_55	0.710750885994
p1	p75	23_36_40_55_78	19_20_65	0.790772875425
p1	p76	23_36_40_55_78	7_15_19_40_78_82	0.85905074911
p1	p77	23_36_40_55_78	11_20_36_80	0.84986106354
p1	p78	23_36_40_55_78	19_23_37_41_46_63	0.753871648072
p1	p79	23_36_40_55_78	33_36_48_64_65_81_82	0.882549077799
p1	p80	23_36_40_55_78	7_10_11_41	0.890237967956
p1	p81	23_36_40_55_78	36_48	0.779091190197
p1	p82	23_36_40_55_78	6_7_24	0.945866810054
p1	p83	23_36_40_55_78	10_59_64_65_82	0.882304674319
p1	p84	23_36_40_55_78	9_11_20_46	0.991838623565
p1	p85	23_36_40_55_78	15_23_24_25_55_56	0.777447607726
p1	p86	23_36_40_55_78	14_40_46_82	0.906823211514
p1	p87	23_36_40_55_78	8_14_46_55	0.830822394248
p1	p88	23_36_40_55_78	6_14_40_41_63	0.760106711459
p1	p89	23_36_40_55_78	33_46_64	0.847875042213
p1	p90	23_36_40_55_78	11_24_46_66_81	0.915539831306
p1	p91	23_36_40_55_78	55_66_80_81	0.856530764308
p1	p92	23_36_40_55_78	9_11_15_20_48_78	0.858777842476
p1	p93	23_36_40_55_78	42_64_80_81	0.881695131612
p1	p94	23_36_40_55_78	11_33_38_40_59_81	0.796619746868
p1	p95	23_36_40_55_78	23_24_33_40_48_56_81_82	0.868762136056
p1	p96	23_36_40_55_78	48_80_82	0.983831828536
p1	p97	23_36_40_55_78	38_42_59_80_82	0.852352684176
p1	p98	23_36_40_55_78	23_41_46_59_64_82	0.861844046244
p1	p99	23_36_40_55_78	7_20_23_24_56_80	0.839269341959
p1	p100	23_36_40_55_78	11_15_41_55_56_66	0.779548023002
p1	p101	23_36_40_55_78	14_23_24_64_80_84	0.858782029478
p1	p102	23_36_40_55_78	6_11_23_37	0.817243276733
p1	p103	23_36_40_55_78	14_15_25_37_56_59	0.786059447531
p1	p104	23_36_40_55_78	9_11_37_55_59_65_82	0.850809576743
p1	p105	23_36_40_55_78	20_24_41_48_80_84	0.855262831818
p1	p106	23_36_40_55_78	8_11_14_65_66_82	0.896951518609
p1	p107	23_36_40_55_78	23_33_40_65	0.715218300145
p1	p108	23_36_40_55_78	7_9_56_63_65_80_84	0.864612182695
p1	p109	23_36_40_55_78	23_25_37_63_78	0.778210875567
p1	p110	23_36_40_55_78	7_9_24_56_64	0.883415425055
p1	p111	23_36_40_55_78	9_15_19_24_38_40	0.766290293586
p1	p112	23_36_40_55_78	9_23_38	0.75013315072
p1	p113	23_36_40_55_78	23_55_80	0.796409447376
p1	p114	23_36_40_55_78	25_46_56_81_82	0.956561839901
p1	p115	23_36_40_55_78	15_63_64_78_81_82	0.883560552333
p1	p116	23_36_40_55_78	9_20_63_66_81	0.869226708441
p1	p117	23_36_40_55_78	20_40_59	0.751914695481
p1	p118	23_36_40_55_78	24_40_41_81	0.807774328261
p1	p119	23_36_40_55_78	36_55_65_78	0.769341604182
p1	p120	23_36_40_55_78	9_10_36_81	0.938487614424
p1	p121	23_36_40_55_78	19_33_38_40_78	0.743743372656
p1	p122	23_36_40_55_78	10_14_55	0.804470496648
p1	p123	23_36_40_55_78	20_38_64	0.824334640778
p1	p124	23_36_40_55_78	6_7_33_36_40	0.742733244729
p1	p125	23_36_40_55_78	6_14_15_33_36_42_81	0.808646489686
p1	p126	23_36_40_55_78	8_11_19_55	0.826913061653
p1	p127	23_36_40_55_78	7_41_81	0.897207032513
p1	p128	23_36_40_55_78	15_19_23_40_64_66	0.797722320058
p1	p129	23_36_40_55_78	19_33_40_41_65	0.716634449751
p1	p130	23_36_40_55_78	9_11_15_65	0.855901150769
p1	p131	23_36_40_55_78	6_23_25_40	0.765121905575
p1	p132	23_36_40_55_78	7_23_55_59_78	0.78509517782
p1	p133	23_36_40_55_78	20_24_84	0.863443238783
p1	p134	23_36_40_55_78	14_19_24_82	0.905435955753
p1	p135	23_36_40_55_78	8_19_24_25_80_84	0.883715446813
p1	p136	23_36_40_55_78	7_24_84	0.921891997806
p1	p137	23_36_40_55_78	14_15_42_55_65	0.76189247316
p1	p138	23_36_40_55_78	8_37_38	0.743635845391
p1	p139	23_36_40_55_78	23_78_84	0.81461636652
p1	p140	23_36_40_55_78	11_48_55	0.837561683065
p1	p141	23_36_40_55_78	36_41_42_56_59_64_78	0.78143965846
p1	p142	23_36_40_55_78	20_25_37_38_42_66	0.744128173955
p1	p143	23_36_40_55_78	6_8_11_24_33_38_48	0.842584803896
p1	p144	23_36_40_55_78	6_15_37_41_55	0.757603752936
p1	p145	23_36_40_55_78	9_23_59_64	0.831774253004
p1	p146	23_36_40_55_78	19_20_46_82	0.940298595519
p1	p147	23_36_40_55_78	14_19_41_55_66	0.761059277948
p1	p148	23_36_40_55_78	11_20_36_37_41_42_84	0.76131797739
p1	p149	23_36_40_55_78	10_11_24_41_78	0.813143612414
p1	p150	23_36_40_55_78	8_11_14_15_23_48_55	0.824141054364
p1	p151	23_36_40_55_78	11_36_46_82	0.955300028297
p1	p152	23_36_40_55_78	8_10_14_15_41_66_80_82	0.889403093397
p1	p153	23_36_40_55_78	59_63_80_81	0.86321870917
p1	p154	23_36_40_55_78	14_23_24_46_78_82	0.866044669413
p1	p155	23_36_40_55_78	19_23_36	0.714289251983
p1	p156	23_36_40_55_78	25_41_48_59_64_81	0.854721273518
p2	p3	9_36_38_48	25_46_66_81	0.956153989333
p2	p4	9_36_38_48	7_25_33_36_48	0.760711686019
p2	p5	9_36_38_48	15_63_65_81	1.06468267269
p2	p6	9_36_38_48	14_40_46_56_59_78	0.862617706365
p2	p7	9_36_38_48	6_9_20_24_25_40_46_82	0.854095887671
p2	p8	9_36_38_48	15_19_42_80	0.846001052059
p2	p9	9_36_38_48	10_23_40_78	0.80979616682
p2	p10	9_36_38_48	11_19_25_56_59_80	0.932380711933
p2	p11	9_36_38_48	36_41_59_64_82_84	0.883336236163
p2	p12	9_36_38_48	20_37_55_81	0.941326417504
p2	p13	9_36_38_48	8_15_84	0.897950692277
p2	p14	9_36_38_48	6_7_20_40_48_81	0.830142085886
p2	p15	9_36_38_48	19_25_55_78	1.14658283342
p2	p16	9_36_38_48	37_56_66	0.815414564292
p2	p17	9_36_38_48	15_24_48_63_84	0.879153543226
p2	p18	9_36_38_48	41_42_59_81_82	0.866993182853
p2	p19	9_36_38_48	23_59_80_84	0.934864260773
p2	p20	9_36_38_48	9_10_36_38_41	0.724318567779
p2	p21	9_36_38_48	8_9_14_59_63	0.8536004969
p2	p22	9_36_38_48	14_23_81	1.06146871587
p2	p23	9_36_38_48	15_25_33_38_40_56_80	0.759283079613
p2	p24	9_36_38_48	8_24_33_64_78_84	0.895285570074
p2	p25	9_36_38_48	7_20_78	0.939332556191
p2	p26	9_36_38_48	15_19_20_25_33_41	0.808867289172
p2	p27	9_36_38_48	7_9_10_14_37_59	0.815256513264
p2	p28	9_36_38_48	6_23_24_40_78_81_84	0.896090260956
p2	p29	9_36_38_48	40_46_65	0.789864747884
p2	p30	9_36_38_48	11_15_33_42	0.75614498334
p2	p31	9_36_38_48	6_10_37_42_55_59_65	0.811046889686
p2	p32	9_36_38_48	15_59_65_82_84	0.955900801252
p2	p33	9_36_38_48	7_9_14_36_46_56_81	0.841968953336
p2	p34	9_36_38_48	11_41_42_55_65	0.771497759713
p2	p35	9_36_38_48	10_23_55_56_82	0.934962852908
p2	p36	9_36_38_48	9_33_64_65	0.808649066941
p2	p37	9_36_38_48	8_20_25_46_59_78_82	0.951623936437
p2	p38	9_36_38_48	20_23_33_46_48_56_78	0.822214180209
p2	p39	9_36_38_48	9_10_11_20_41_46_84	0.829008777478
p2	p40	9_36_38_48	7_33_40_65_66	0.783615937122
p2	p41	9_36_38_48	15_59_80	1.12603516749
p2	p42	9_36_38_48	6_7_11_15_38_48_55	0.81050043278
p2	p43	9_36_38_48	36_41_46_84	0.821090840641
p2	p44	9_36_38_48	6_10_19_24	0.861158231601
p2	p45	9_36_38_48	15_40_42_46_80_82_84	0.86666673768
p2	p46	9_36_38_48	40_56_84	0.85430664239
p2	p47	9_36_38_48	48_64_81	0.891097302693
p2	p48	9_36_38_48	7_33_40_55_81	0.825715595177
p2	p49	9_36_38_48	6_20_33_42_55_65_81	0.848180122961
p2	p50	9_36_38_48	8_25_33_63_66	0.852689983496
p2	p51	9_36_38_48	9_36_59	0.757800413731
p2	p52	9_36_38_48	11_23_36	0.788666488379
p2	p53	9_36_38_48	7_11_33_59_82	0.864412560532
p2	p54	9_36_38_48	6_15_33_64_78	0.88103607907
p2	p55	9_36_38_48	41_55_80	0.805896330767
p2	p56	9_36_38_48	7_14_15_20_36_55_59_63	0.912050372781
p2	p57	9_36_38_48	7_10_15_82_84	0.901599769381
p2	p58	9_36_38_48	38_64_80_84	0.887697213079
p2	p59	9_36_38_48	6_8_14_48_63_82	0.873587817071
p2	p60	9_36_38_48	14_55_64	1.1627322411
p2	p61	9_36_38_48	14_15_41_46_64	0.870673772557
p2	p62	9_36_38_48	15_19_37_63_64_65_80	0.993747208468
p2	p63	9_36_38_48	7_36_56_65_66_78_84	0.888054486018
p2	p64	9_36_38_48	9_20_41_46	0.781371764907
p2	p65	9_36_38_48	15_19	1.10798812694
p2	p66	9_36_38_48	8_55_84	0.89807885534
p2	p67	9_36_38_48	7_8_81	0.902532480664
p2	p68	9_36_38_48	14_15_25_84	0.939662615694
p2	p69	9_36_38_48	7_14_33_56_63	0.850048552713
p2	p70	9_36_38_48	8_10_25_40_81	0.848716707022
p2	p71	9_36_38_48	23_59	1.08813411145
p2	p72	9_36_38_48	6_11_20_24_66_82	0.915894800395
p2	p73	9_36_38_48	33_40_78	0.71290180551
p2	p74	9_36_38_48	38_42_55	0.692383192885
p2	p75	9_36_38_48	19_20_65	1.11162664198
p2	p76	9_36_38_48	7_15_19_40_78_82	0.907801843982
p2	p77	9_36_38_48	11_20_36_80	0.822534909922
p2	p78	9_36_38_48	19_23_37_41_46_63	0.804329480445
p2	p79	9_36_38_48	33_36_48_64_65_81_82	0.861617418913
p2	p80	9_36_38_48	7_10_11_41	0.798207539143
p2	p81	9_36_38_48	36_48	0.707288795304
p2	p82	9_36_38_48	6_7_24	0.870038141603
p2	p83	9_36_38_48	10_59_64_65_82	0.95898348427
p2	p84	9_36_38_48	9_11_20_46	0.818936570578
p2	p85	9_36_38_48	15_23_24_25_55_56	1.09691242606
p2	p86	9_36_38_48	14_40_46_82	0.874098678074
p2	p87	9_36_38_48	8_14_46_55	0.890321030164
p2	p88	9_36_38_48	6_14_40_41_63	0.778949425787
p2	p89	9_36_38_48	33_46_64	0.832985419611
p2	p90	9_36_38_48	11_24_46_66_81	0.903512859065
p2	p91	9_36_38_48	55_66_80_81	1.06947076811
p2	p92	9_36_38_48	9_11_15_20_48_78	0.818616955873
p2	p93	9_36_38_48	42_64_80_81	0.925690888951
p2	p94	9_36_38_48	11_33_38_40_59_81	0.783896186984
p2	p95	9_36_38_48	23_24_33_40_48_56_81_82	0.849808319144
p2	p96	9_36_38_48	48_80_82	0.882613414486
p2	p97	9_36_38_48	38_42_59_80_82	0.839116667437
p2	p98	9_36_38_48	23_41_46_59_64_82	0.9111365846
p2	p99	9_36_38_48	7_20_23_24_56_80	0.966531466437
p2	p100	9_36_38_48	11_15_41_55_56_66	0.840048253184
p2	p101	9_36_38_48	14_23_24_64_80_84	0.967159497844
p2	p102	9_36_38_48	6_11_23_37	0.818811469803
p2	p103	9_36_38_48	14_15_25_37_56_59	0.943519772752
p2	p104	9_36_38_48	9_11_37_55_59_65_82	0.859851661817
p2	p105	9_36_38_48	20_24_41_48_80_84	0.849946770027
p2	p106	9_36_38_48	8_11_14_65_66_82	0.92079693887
p2	p107	9_36_38_48	23_33_40_65	0.73721758128
p2	p108	9_36_38_48	7_9_56_63_65_80_84	0.879915359064
p2	p109	9_36_38_48	23_25_37_63_78	0.93862584391
p2	p110	9_36_38_48	7_9_24_56_64	0.866805131994
p2	p111	9_36_38_48	9_15_19_24_38_40	0.767340386147
p2	p112	9_36_38_48	9_23_38	0.7514498067
p2	p113	9_36_38_48	23_55_80	1.11825885142
p2	p114	9_36_38_48	25_46_56_81_82	0.974363515283
p2	p115	9_36_38_48	15_63_64_78_81_82	1.07427059049
p2	p116	9_36_38_48	9_20_63_66_81	0.898114159971
p2	p117	9_36_38_48	20_40_59	0.799631206414
p2	p118	9_36_38_48	24_40_41_81	0.802767444861
p2	p119	9_36_38_48	36_55_65_78	0.876261298242
p2	p120	9_36_38_48	9_10_36_81	0.808692788259
p2	p121	9_36_38_48	19_33_38_40_78	0.717886447234
p2	p122	9_36_38_48	10_14_55	0.882043608133
p2	p123	9_36_38_48	20_38_64	0.854285442969
p2	p124	9_36_38_48	6_7_33_36_40	0.753939114183
p2	p125	9_36_38_48	6_14_15_33_36_42_81	0.808151207664
p2	p126	9_36_38_48	8_11_19_55	0.871296768711
p2	p127	9_36_38_48	7_41_81	0.849847204397
p2	p128	9_36_38_48	15_19_23_40_64_66	0.921648647168
p2	p129	9_36_38_48	19_33_40_41_65	0.710785126964
p2	p130	9_36_38_48	9_11_15_65	0.826319205658
p2	p131	9_36_38_48	6_23_25_40	0.82016204759
p2	p132	9_36_38_48	7_23_55_59_78	0.967344840974
p2	p133	9_36_38_48	20_24_84	0.927581499564
p2	p134	9_36_38_48	14_19_24_82	1.0620295488
p2	p135	9_36_38_48	8_19_24_25_80_84	0.925076792343
p2	p136	9_36_38_48	7_24_84	0.900007509531
p2	p137	9_36_38_48	14_15_42_55_65	0.881452961674
