p0	p1	20_59_82_84	8_36_37_42_59_84	0.89164044658
p0	p58	20_59_82_84	6_14_48_59	1.1733716682
p0	p59	20_59_82_84	14_24_37_38_55_80_82	0.954508287896
p0	p60	20_59_82_84	11_20_81_82	0.926410729637
p0	p61	20_59_82_84	23_25_37_56_78	0.912178111994
p0	p62	20_59_82_84	19_20_36_41_65_80	0.937199402643
p0	p63	20_59_82_84	11_14_23_25_37_40	0.936259301761
p0	p64	20_59_82_84	37_41_64_81	0.890430139046
p0	p65	20_59_82_84	14_20_80	1.27447203848
p0	p66	20_59_82_84	24_33_55_65	0.878291605129
p0	p67	20_59_82_84	10_55_63	0.9586799894
p0	p68	20_59_82_84	6_33_42_64	1.21694516947
p0	p69	20_59_82_84	8_24_38_41_56	0.928342244899
p0	p70	20_59_82_84	10_41_46_65	0.952905181915
p0	p71	20_59_82_84	38_42	0.902772069849
p0	p72	20_59_82_84	10_23_38_42_78_80	0.948040960124
p0	p73	20_59_82_84	24_59_82	0.881053488797
p0	p74	20_59_82_84	19_25_38	0.91076736831
p0	p75	20_59_82_84	40_66_78	0.875082002047
p0	p76	20_59_82_84	15_25_37_46_56_63_78_84	0.91765508847
p0	p77	20_59_82_84	7_24_36_37_81	0.915572412453
p0	p78	20_59_82_84	6_11_15_20_42_66_81	0.926118301158
p0	p79	20_59_82_84	6_7_37_42_55_64_80_84	0.933304592205
p0	p80	20_59_82_84	14_19_33_63	0.907208069381
p0	p81	20_59_82_84	42_55_81	1.17167532459
p0	p82	20_59_82_84	8_14_40_56	0.950638116125
p0	p83	20_59_82_84	7_15_23_55_82	1.12164416086
p0	p84	20_59_82_84	23_41_78_84	0.949676249397
p0	p85	20_59_82_84	11_41_59_80_84	0.928490613773
p0	p86	20_59_82_84	8_10_19_23_33	1.21253014343
p0	p87	20_59_82_84	19_24_66_81	1.19096137556
p0	p88	20_59_82_84	10_15_19_55_59	0.912639615821
p0	p89	20_59_82_84	8_10_78	0.909291283423
p0	p90	20_59_82_84	7_20_37_38_80	1.00940168328
p0	p91	20_59_82_84	11_38_78	0.944912098005
p0	p92	20_59_82_84	10_15_20_23_59_80_84	0.927383265845
p0	p93	20_59_82_84	10_36_41_64	0.921122180955
p0	p94	20_59_82_84	6_20_36_41_56_65_82	0.939112224732
p0	p95	20_59_82_84	6_7_15_37_40_56_66	0.93207738764
p0	p96	20_59_82_84	9_11_46	0.927674323326
p0	p97	20_59_82_84	7_8_19_65_78_84	1.22289826269
p0	p98	20_59_82_84	7_10_15_20_36_40	1.31272990231
p0	p99	20_59_82_84	10_11_19_64_78_80	0.942363055242
p0	p100	20_59_82_84	6_14_40_41_65_82	0.958865642214
p0	p101	20_59_82_84	6_20_36_56_66	0.899865187872
p0	p102	20_59_82_84	6_37_55_78	0.86448770207
p0	p103	20_59_82_84	9_14_20_24_25_33	0.916390356681
p0	p104	20_59_82_84	10_19_20_37_41_59_82	0.957004705556
p0	p105	20_59_82_84	6_7_10_38_40_41_80	0.956048271025
p0	p106	20_59_82_84	9_15_25_33_37_65	0.958329248744
p0	p107	20_59_82_84	37_46_59	1.30111582884
p0	p108	20_59_82_84	7_10_33_36_40_41	0.962981788217
p0	p109	20_59_82_84	15_19_37_46_55_80	0.926163553237
p0	p110	20_59_82_84	6_8_14_42_64	1.21044268211
p0	p111	20_59_82_84	9_36_40_42_48	1.20372949242
p0	p112	20_59_82_84	38_66_81	1.01308104892
p0	p113	20_59_82_84	10_41_82	0.965684384187
p0	p114	20_59_82_84	7_20_42_55_78	1.21186430793
p0	p115	20_59_82_84	9_23_40_46_55_64	1.16857339497
p0	p116	20_59_82_84	14_19_20_23_55_78	1.19246969591
p0	p117	20_59_82_84	9_19	0.861473169829
p0	p118	20_59_82_84	8_24_38_80	0.959667736553
p0	p119	20_59_82_84	8_23_48_82	1.26062875835
p0	p120	20_59_82_84	33_40_66_82	0.917513779086
p0	p121	20_59_82_84	6_38_42_46_82	0.92922778699
p0	p122	20_59_82_84	63_64_81	0.959635661212
p0	p123	20_59_82_84	8_48_78	0.912424434404
p0	p124	20_59_82_84	10_15_19_66	0.93002539442
p0	p125	20_59_82_84	6_11_19_20_36_42_55_84	0.929266098971
p0	p126	20_59_82_84	11_37_65_82	0.93207228627
p0	p127	20_59_82_84	11_65_78	1.27131134575
p0	p128	20_59_82_84	7_9_25_55_63_82	0.954119713992
p0	p129	20_59_82_84	6_25_37_40_56	1.17460410034
p0	p130	20_59_82_84	9_10_55_66	0.950688605155
p0	p131	20_59_82_84	6_7_24_48	1.17359308539
p0	p132	20_59_82_84	10_20_38_56_65	0.928437188389
p0	p133	20_59_82_84	20_41	0.947194728136
p0	p134	20_59_82_84	11_41_48_78	0.957607770204
p0	p135	20_59_82_84	15_19_33_63_65	1.15900961265
p0	p136	20_59_82_84	8_10_40	0.986468708781
p0	p137	20_59_82_84	6_8_9_59_66	1.17420730472
p0	p138	20_59_82_84	8_38_42_65	0.932403763758
p0	p139	20_59_82_84	40_59_81	0.880460643099
p0	p140	20_59_82_84	36_42_48	1.27719131353
p0	p141	20_59_82_84	19_23_25_48_64_80	0.970189124254
p0	p142	20_59_82_84	20_25_46_48_64_66_82	0.914967854199
p0	p143	20_59_82_84	19_20_23_33_42_81	1.20090386662
p0	p144	20_59_82_84	6_9_42_63_82	1.22903913924
p0	p145	20_59_82_84	8_25_66_81	1.20093171317
p0	p146	20_59_82_84	24_59_82_84	1.27593250554
p0	p147	20_59_82_84	8_11_33_81	1.27353371484
p0	p148	20_59_82_84	9_19_20_25_41_84	0.914062925074
p0	p149	20_59_82_84	14_23_25_80_81	1.19525891474
p0	p150	20_59_82_84	8_14_19_24_25_65_84	0.92718740141
p0	p151	20_59_82_84	15_33_37_46_81	1.10927243775
p0	p152	20_59_82_84	7_24_25_37_41_63_65_82	0.93474434873
p0	p153	20_59_82_84	15_23_41_84	0.933215982972
p0	p154	20_59_82_84	9_24_42_56_81	0.96310794055
p0	p155	20_59_82_84	36_41_55	1.02168206572
p0	p156	20_59_82_84	7_14_38_40_48_84	0.928560319121
p1	p2	8_36_37_42_59_84	9_40_63	1.00188991004
p1	p3	8_36_37_42_59_84	14_23_36_40_81	0.809418636494
p1	p4	8_36_37_42_59_84	6_10_41_78	0.963106679483
p1	p5	8_36_37_42_59_84	14_38_42_65	1.26444833359
p1	p6	8_36_37_42_59_84	10_11_15_20_64_65	0.819154937054
p1	p7	8_36_37_42_59_84	19_33_37_64_65_80_81	0.994327891799
p1	p8	8_36_37_42_59_84	8_9_41_42	1.25784908583
p1	p9	8_36_37_42_59_84	56_80_84	1.23639004068
p1	p10	8_36_37_42_59_84	11_19_41_42_84	1.05791421534
p1	p11	8_36_37_42_59_84	7_14_36_48_56_65	0.774572585478
p1	p12	8_36_37_42_59_84	11_37_56_63	0.85185289234
p1	p13	8_36_37_42_59_84	19_63_65	0.8908761153
p1	p14	8_36_37_42_59_84	19_25_78_81_82	1.22266890768
p1	p15	8_36_37_42_59_84	8_9_33_65_81	1.02316903726
p1	p16	8_36_37_42_59_84	42_59_63	0.885594251184
p1	p17	8_36_37_42_59_84	23_37_55_66_82	0.863164088447
p1	p18	8_36_37_42_59_84	8_9_48_66	1.26436650944
p1	p19	8_36_37_42_59_84	8_24_63_82	1.27264108887
p1	p20	8_36_37_42_59_84	7_8_23_46_65	1.2628095254
p1	p21	8_36_37_42_59_84	8_9_11_19_48_55	0.98445105195
p1	p22	8_36_37_42_59_84	63_82	0.879956459504
p1	p23	8_36_37_42_59_84	20_23_40_41_78	1.13214760078
p1	p24	8_36_37_42_59_84	9_19_55_59_65_84	1.11283401099
p1	p25	8_36_37_42_59_84	40_65_78	1.23145814049
p1	p26	8_36_37_42_59_84	10_20_36_42_81	0.980218874757
p1	p27	8_36_37_42_59_84	23_38_42_56_80_81_82	0.993096040113
p1	p28	8_36_37_42_59_84	11_24_36_63_66_78_81	1.0214352547
p1	p29	8_36_37_42_59_84	20_38	0.99844708366
p1	p30	8_36_37_42_59_84	10_36_42_81	1.05552714583
p1	p31	8_36_37_42_59_84	20_23_41_59_63	1.14616835951
p1	p32	8_36_37_42_59_84	14_64_66_80_82	1.24621376771
p1	p33	8_36_37_42_59_84	8_41_59_65_80_81	1.12579039737
p1	p34	8_36_37_42_59_84	19_23_48_84	1.2673306052
p1	p35	8_36_37_42_59_84	9_15_23_37_55	0.968636200184
p1	p36	8_36_37_42_59_84	6_11_66_82	1.25489691635
p1	p37	8_36_37_42_59_84	11_23_24_40_42_65_66_78_84	0.835063187442
p1	p38	8_36_37_42_59_84	9_14_23_42_55_59_80	0.982401488343
p1	p39	8_36_37_42_59_84	6_20_37_46_56_84	0.78336085915
p1	p40	8_36_37_42_59_84	11_14_33_37_63_78	0.798195712144
p1	p41	8_36_37_42_59_84	36_46_81	1.05773370575
p1	p42	8_36_37_42_59_84	20_38_41_59_63_82	0.817707538858
p1	p43	8_36_37_42_59_84	37_42_63_66	1.08022588769
p1	p44	8_36_37_42_59_84	20_40_42_56_59	1.0112912866
p1	p45	8_36_37_42_59_84	14_15_19_37_48_55_63	0.977225647156
p1	p46	8_36_37_42_59_84	10_41_65_78	0.904146221046
p1	p47	8_36_37_42_59_84	78_82	0.889588125208
p1	p48	8_36_37_42_59_84	10_14_38_41_65	1.21764722494
p1	p49	8_36_37_42_59_84	7_10_14_25_63_81	1.12206794217
p1	p50	8_36_37_42_59_84	11_15_20_36_48	0.764864610524
p1	p51	8_36_37_42_59_84	7_10_41	1.09392017528
p1	p52	8_36_37_42_59_84	8_10_64	1.25021612298
p1	p53	8_36_37_42_59_84	9_25_41_55_59_63_80	1.10118591476
p1	p54	8_36_37_42_59_84	8_10_38_42_63_66	0.799835580452
p1	p55	8_36_37_42_59_84	8_19_56_63	1.26218049886
p1	p56	8_36_37_42_59_84	6_7_14_25_33_64_65_80	0.822400386986
p1	p57	8_36_37_42_59_84	23_24_41_48_66	0.989108658462
p1	p58	8_36_37_42_59_84	6_14_48_59	1.23676952045
p1	p59	8_36_37_42_59_84	14_24_37_38_55_80_82	0.971108909747
p1	p60	8_36_37_42_59_84	11_20_81_82	1.0172645258
p1	p61	8_36_37_42_59_84	23_25_37_56_78	0.993904743522
p1	p62	8_36_37_42_59_84	19_20_36_41_65_80	0.994268403704
p1	p63	8_36_37_42_59_84	11_14_23_25_37_40	0.811450360625
p1	p64	8_36_37_42_59_84	37_41_64_81	0.996274484752
p1	p65	8_36_37_42_59_84	14_20_80	1.25916203099
p1	p66	8_36_37_42_59_84	24_33_55_65	0.889099939212
p1	p67	8_36_37_42_59_84	10_55_63	0.832417749441
p1	p68	8_36_37_42_59_84	6_33_42_64	1.22166835086
p1	p69	8_36_37_42_59_84	8_24_38_41_56	0.976185678048
p1	p70	8_36_37_42_59_84	10_41_46_65	0.964468751039
p1	p71	8_36_37_42_59_84	38_42	0.9301993307
p1	p72	8_36_37_42_59_84	10_23_38_42_78_80	0.801265515188
p1	p73	8_36_37_42_59_84	24_59_82	0.99978199493
p1	p74	8_36_37_42_59_84	19_25_38	0.9726305725
p1	p75	8_36_37_42_59_84	40_66_78	0.873371345303
p1	p76	8_36_37_42_59_84	15_25_37_46_56_63_78_84	0.829008504595
p1	p77	8_36_37_42_59_84	7_24_36_37_81	0.918563791393
p1	p78	8_36_37_42_59_84	6_11_15_20_42_66_81	0.998135824946
p1	p79	8_36_37_42_59_84	6_7_37_42_55_64_80_84	1.02498345268
p1	p80	8_36_37_42_59_84	14_19_33_63	0.895795965895
p1	p81	8_36_37_42_59_84	42_55_81	1.21232915497
p1	p82	8_36_37_42_59_84	8_14_40_56	0.774505507368
p1	p83	8_36_37_42_59_84	7_15_23_55_82	1.18552536312
p1	p84	8_36_37_42_59_84	23_41_78_84	1.10405964715
p1	p85	8_36_37_42_59_84	11_41_59_80_84	1.01184853271
p1	p86	8_36_37_42_59_84	8_10_19_23_33	1.21628553485
p1	p87	8_36_37_42_59_84	19_24_66_81	1.23075521074
p1	p88	8_36_37_42_59_84	10_15_19_55_59	0.979512360362
p1	p89	8_36_37_42_59_84	8_10_78	0.870730651148
p1	p90	8_36_37_42_59_84	7_20_37_38_80	0.773381159404
p1	p91	8_36_37_42_59_84	11_38_78	0.976238174637
p1	p92	8_36_37_42_59_84	10_15_20_23_59_80_84	0.808887604989
p1	p93	8_36_37_42_59_84	10_36_41_64	0.885591847217
p1	p94	8_36_37_42_59_84	6_20_36_41_56_65_82	0.984360267006
p1	p95	8_36_37_42_59_84	6_7_15_37_40_56_66	1.00304145946
p1	p96	8_36_37_42_59_84	9_11_46	0.928136739928
p1	p97	8_36_37_42_59_84	7_8_19_65_78_84	1.24953622815
p1	p98	8_36_37_42_59_84	7_10_15_20_36_40	1.26720457682
p1	p99	8_36_37_42_59_84	10_11_19_64_78_80	1.00008034194
p1	p100	8_36_37_42_59_84	6_14_40_41_65_82	0.831668262981
p1	p101	8_36_37_42_59_84	6_20_36_56_66	0.956535014024
p1	p102	8_36_37_42_59_84	6_37_55_78	1.01554736447
p1	p103	8_36_37_42_59_84	9_14_20_24_25_33	0.830067170289
p1	p104	8_36_37_42_59_84	10_19_20_37_41_59_82	0.988291382783
p1	p105	8_36_37_42_59_84	6_7_10_38_40_41_80	1.02815063472
p1	p106	8_36_37_42_59_84	9_15_25_33_37_65	0.805459917414
p1	p107	8_36_37_42_59_84	37_46_59	1.25225234485
p1	p108	8_36_37_42_59_84	7_10_33_36_40_41	1.0020524925
p1	p109	8_36_37_42_59_84	15_19_37_46_55_80	0.855268087013
p1	p110	8_36_37_42_59_84	6_8_14_42_64	1.2407525388
p1	p111	8_36_37_42_59_84	9_36_40_42_48	1.252750264
p1	p112	8_36_37_42_59_84	38_66_81	1.11050685569
p1	p113	8_36_37_42_59_84	10_41_82	0.911342285061
p1	p114	8_36_37_42_59_84	7_20_42_55_78	1.21629473381
p1	p115	8_36_37_42_59_84	9_23_40_46_55_64	1.26707625874
p1	p116	8_36_37_42_59_84	14_19_20_23_55_78	1.2787207719
p1	p117	8_36_37_42_59_84	9_19	0.969418996238
p1	p118	8_36_37_42_59_84	8_24_38_80	0.980437163949
p1	p119	8_36_37_42_59_84	8_23_48_82	1.29420878986
p1	p120	8_36_37_42_59_84	33_40_66_82	0.965192373695
p1	p121	8_36_37_42_59_84	6_38_42_46_82	1.07678050886
p1	p122	8_36_37_42_59_84	63_64_81	1.05240852277
p1	p123	8_36_37_42_59_84	8_48_78	1.0537271179
p1	p124	8_36_37_42_59_84	10_15_19_66	0.795571958522
p1	p125	8_36_37_42_59_84	6_11_19_20_36_42_55_84	1.06136402998
p1	p126	8_36_37_42_59_84	11_37_65_82	0.932293417312
p1	p127	8_36_37_42_59_84	11_65_78	1.26262255124
p1	p128	8_36_37_42_59_84	7_9_25_55_63_82	0.756638914212
p1	p129	8_36_37_42_59_84	6_25_37_40_56	1.26457563633
p1	p130	8_36_37_42_59_84	9_10_55_66	0.924303216608
p1	p131	8_36_37_42_59_84	6_7_24_48	1.22620382931
p1	p132	8_36_37_42_59_84	10_20_38_56_65	0.988202239941
p1	p133	8_36_37_42_59_84	20_41	1.0448149659
p1	p134	8_36_37_42_59_84	11_41_48_78	0.987079938866
p1	p135	8_36_37_42_59_84	15_19_33_63_65	1.23017475732
p1	p136	8_36_37_42_59_84	8_10_40	1.04761021665
p1	p137	8_36_37_42_59_84	6_8_9_59_66	1.23630702595
p1	p138	8_36_37_42_59_84	8_38_42_65	0.865625632843
p1	p139	8_36_37_42_59_84	40_59_81	0.981477270974
p1	p140	8_36_37_42_59_84	36_42_48	1.24958828641
p1	p141	8_36_37_42_59_84	19_23_25_48_64_80	1.02433001343
p1	p142	8_36_37_42_59_84	20_25_46_48_64_66_82	0.974739398691
p1	p143	8_36_37_42_59_84	19_20_23_33_42_81	1.2351525564
p1	p144	8_36_37_42_59_84	6_9_42_63_82	1.19408277192
p1	p145	8_36_37_42_59_84	8_25_66_81	1.22188677085
p1	p146	8_36_37_42_59_84	24_59_82_84	1.28305330776
p1	p147	8_36_37_42_59_84	8_11_33_81	1.25360956094
p1	p148	8_36_37_42_59_84	9_19_20_25_41_84	1.00385942606
p1	p149	8_36_37_42_59_84	14_23_25_80_81	1.22392587842
p1	p150	8_36_37_42_59_84	8_14_19_24_25_65_84	0.983320500734
p1	p151	8_36_37_42_59_84	15_33_37_46_81	1.15265211324
p1	p152	8_36_37_42_59_84	7_24_25_37_41_63_65_82	0.939548394047
p1	p153	8_36_37_42_59_84	15_23_41_84	0.931096321441
p1	p154	8_36_37_42_59_84	9_24_42_56_81	0.962294769046
p1	p155	8_36_37_42_59_84	36_41_55	1.00422755099
p1	p156	8_36_37_42_59_84	7_14_38_40_48_84	0.765839922303
p2	p3	9_40_63	14_23_36_40_81	1.03454753839
p2	p4	9_40_63	6_10_41_78	0.97115107578
p2	p5	9_40_63	14_38_42_65	1.22174443325
p2	p6	9_40_63	10_11_15_20_64_65	1.04005047647
p2	p7	9_40_63	19_33_37_64_65_80_81	0.77003495368
p2	p8	9_40_63	8_9_41_42	1.282073273
p2	p9	9_40_63	56_80_84	1.17803362081
p2	p10	9_40_63	11_19_41_42_84	0.767899288392
p2	p11	9_40_63	7_14_36_48_56_65	1.1077378507
p2	p12	9_40_63	11_37_56_63	1.10222187809
p2	p13	9_40_63	19_63_65	1.03789600002
p2	p14	9_40_63	19_25_78_81_82	1.2386858189
p2	p15	9_40_63	8_9_33_65_81	0.935467928067
p2	p16	9_40_63	42_59_63	1.10430527387
p2	p17	9_40_63	23_37_55_66_82	1.02890266855
p2	p18	9_40_63	8_9_48_66	1.25447513869
p2	p19	9_40_63	8_24_63_82	1.19784806762
p2	p20	9_40_63	7_8_23_46_65	1.27363637155
p2	p21	9_40_63	8_9_11_19_48_55	0.802690388228
p2	p22	9_40_63	63_82	1.02427818078
p2	p23	9_40_63	20_23_40_41_78	1.12144740686
p2	p24	9_40_63	9_19_55_59_65_84	1.14785394211
p2	p25	9_40_63	40_65_78	1.26819633558
p2	p26	9_40_63	10_20_36_42_81	0.770903807395
p2	p27	9_40_63	23_38_42_56_80_81_82	0.790207596848
p2	p28	9_40_63	11_24_36_63_66_78_81	0.725496106466
p2	p29	9_40_63	20_38	1.02324716171
p2	p30	9_40_63	10_36_42_81	0.769373422779
p2	p31	9_40_63	20_23_41_59_63	1.12626962833
p2	p32	9_40_63	14_64_66_80_82	1.22519840315
p2	p33	9_40_63	8_41_59_65_80_81	1.13967381895
p2	p34	9_40_63	19_23_48_84	1.26727147056
p2	p35	9_40_63	9_15_23_37_55	1.05099000344
p2	p36	9_40_63	6_11_66_82	1.28286730419
p2	p37	9_40_63	11_23_24_40_42_65_66_78_84	1.02799827651
p2	p38	9_40_63	9_14_23_42_55_59_80	0.786544666291
p2	p39	9_40_63	6_20_37_46_56_84	1.1058410534
p2	p40	9_40_63	11_14_33_37_63_78	1.02417323344
p2	p41	9_40_63	36_46_81	0.714301449183
p2	p42	9_40_63	20_38_41_59_63_82	1.0246397513
p2	p43	9_40_63	37_42_63_66	0.761100947386
p2	p44	9_40_63	20_40_42_56_59	0.824799112197
p2	p45	9_40_63	14_15_19_37_48_55_63	0.7859357156
p2	p46	9_40_63	10_41_65_78	0.921659852875
p2	p47	9_40_63	78_82	1.08302093741
p2	p48	9_40_63	10_14_38_41_65	1.21361419958
p2	p49	9_40_63	7_10_14_25_63_81	1.15581854964
p2	p50	9_40_63	11_15_20_36_48	1.12680003896
p2	p51	9_40_63	7_10_41	0.859010187582
p2	p52	9_40_63	8_10_64	1.29198243541
p2	p53	9_40_63	9_25_41_55_59_63_80	1.12798784395
p2	p54	9_40_63	8_10_38_42_63_66	1.10090414571
p2	p55	9_40_63	8_19_56_63	1.27266128978
p2	p56	9_40_63	6_7_14_25_33_64_65_80	1.00177706011
p2	p57	9_40_63	23_24_41_48_66	0.800724897044
p2	p58	9_40_63	6_14_48_59	1.2155912456
p2	p59	9_40_63	14_24_37_38_55_80_82	0.778369119729
p2	p60	9_40_63	11_20_81_82	0.80294744913
p2	p61	9_40_63	23_25_37_56_78	0.788847720162
p2	p62	9_40_63	19_20_36_41_65_80	0.80813487125
p2	p63	9_40_63	11_14_23_25_37_40	1.0570519803
p2	p64	9_40_63	37_41_64_81	0.85451915574
p2	p65	9_40_63	14_20_80	1.27013100095
p2	p66	9_40_63	24_33_55_65	0.959967918753
p2	p67	9_40_63	10_55_63	1.12321979907
p2	p68	9_40_63	6_33_42_64	1.24887194353
p2	p69	9_40_63	8_24_38_41_56	0.791788163897
p2	p70	9_40_63	10_41_46_65	0.952368398548
p2	p71	9_40_63	38_42	0.895728637633
p2	p72	9_40_63	10_23_38_42_78_80	1.08903423917
p2	p73	9_40_63	24_59_82	0.913956395335
p2	p74	9_40_63	19_25_38	0.853370308438
p2	p75	9_40_63	40_66_78	0.929858761213
p2	p76	9_40_63	15_25_37_46_56_63_78_84	1.03353433059
p2	p77	9_40_63	7_24_36_37_81	0.958122362836
p2	p78	9_40_63	6_11_15_20_42_66_81	0.813452495688
p2	p79	9_40_63	6_7_37_42_55_64_80_84	0.760587692074
p2	p80	9_40_63	14_19_33_63	0.986737024448
p2	p81	9_40_63	42_55_81	1.21849242391
p2	p82	9_40_63	8_14_40_56	1.14415445084
p2	p83	9_40_63	7_15_23_55_82	1.18251896269
p2	p84	9_40_63	23_41_78_84	0.879117800442
p2	p85	9_40_63	11_41_59_80_84	0.762455298848
p2	p86	9_40_63	8_10_19_23_33	1.1914572428
p2	p87	9_40_63	19_24_66_81	1.23189188029
p2	p88	9_40_63	10_15_19_55_59	0.81145186165
p2	p89	9_40_63	8_10_78	0.901119508328
p2	p90	9_40_63	7_20_37_38_80	1.13551225168
p2	p91	9_40_63	11_38_78	0.798470379911
p2	p92	9_40_63	10_15_20_23_59_80_84	1.01299342207
p2	p93	9_40_63	10_36_41_64	1.01615075961
p2	p94	9_40_63	6_20_36_41_56_65_82	0.761041795697
p2	p95	9_40_63	6_7_15_37_40_56_66	0.76623401634
p2	p96	9_40_63	9_11_46	0.927580182227
p2	p97	9_40_63	7_8_19_65_78_84	1.23534908393
p2	p98	9_40_63	7_10_15_20_36_40	1.27175886194
p2	p99	9_40_63	10_11_19_64_78_80	0.812486505858
p2	p100	9_40_63	6_14_40_41_65_82	1.1299973848
p2	p101	9_40_63	6_20_36_56_66	0.79235838279
p2	p102	9_40_63	6_37_55_78	0.921210167611
p2	p103	9_40_63	9_14_20_24_25_33	1.08682249163
p2	p104	9_40_63	10_19_20_37_41_59_82	0.795744190959
p2	p105	9_40_63	6_7_10_38_40_41_80	0.738392111982
p2	p106	9_40_63	9_15_25_33_37_65	1.1097437862
p2	p107	9_40_63	37_46_59	1.26404526606
p2	p108	9_40_63	7_10_33_36_40_41	0.791579928014
p2	p109	9_40_63	15_19_37_46_55_80	1.00999455748
p2	p110	9_40_63	6_8_14_42_64	1.20100748672
p2	p111	9_40_63	9_36_40_42_48	1.18557744668
p2	p112	9_40_63	38_66_81	1.07195454445
p2	p113	9_40_63	10_41_82	1.02367915998
p2	p114	9_40_63	7_20_42_55_78	1.2419423797
p2	p115	9_40_63	9_23_40_46_55_64	1.24007960538
p2	p116	9_40_63	14_19_20_23_55_78	1.18003336749
p2	p117	9_40_63	9_19	0.893822349771
p2	p118	9_40_63	8_24_38_80	1.01522920596
p2	p119	9_40_63	8_23_48_82	1.2610286232
p2	p120	9_40_63	33_40_66_82	0.816298796464
p2	p121	9_40_63	6_38_42_46_82	0.759058747131
p2	p122	9_40_63	63_64_81	0.729378457511
p2	p123	9_40_63	8_48_78	0.754050620965
p2	p124	9_40_63	10_15_19_66	1.1070804636
p2	p125	9_40_63	6_11_19_20_36_42_55_84	0.762775246942
p2	p126	9_40_63	11_37_65_82	0.804218177087
p2	p127	9_40_63	11_65_78	1.29128139902
p2	p128	9_40_63	7_9_25_55_63_82	1.15265180405
p2	p129	9_40_63	6_25_37_40_56	1.23795288734
p2	p130	9_40_63	9_10_55_66	1.0557560029
p2	p131	9_40_63	6_7_24_48	1.25055353672
p2	p132	9_40_63	10_20_38_56_65	0.79861858524
p2	p133	9_40_63	20_41	0.730492386486
p2	p134	9_40_63	11_41_48_78	0.943501479414
p2	p135	9_40_63	15_19_33_63_65	1.23044062664
p2	p136	9_40_63	8_10_40	0.905990508807
